iter	Logloss
354	0.3549531065
355	0.3549475956
356	0.3549430584
357	0.3549255753
358	0.3549232594
359	0.35492155
360	0.3549176826
361	0.3549101052
362	0.3549082862
363	0.3549033692
364	0.3549008727
365	0.3548980281
366	0.3548961902
367	0.3548701509
368	0.3548626969
369	0.3548555663
370	0.3548529143
371	0.3548493627
372	0.3548466328
373	0.3547988367
374	0.3547742305
375	0.3547538966
376	0.3547411427
377	0.3547390577
378	0.3547364701
379	0.3547302504
380	0.3547249794
381	0.3547204104
382	0.3547143442
383	0.3547058044
384	0.3546850474
385	0.3546831422
386	0.3546718007
387	0.3546541846
388	0.3546511374
389	0.3546436153
390	0.3546269333
391	0.3546210419
392	0.3546200268
393	0.3546160422
394	0.3546022961
395	0.3545965053
396	0.3545922908
397	0.3545847444
398	0.3545833701
399	0.3545803997
400	0.3545740971
401	0.3545696012
402	0.3545675343
403	0.3545525847
404	0.3545453051
405	0.3545417644
406	0.3545383637
407	0.3545270941
408	0.3545248786
409	0.3545188243
410	0.3545178589
411	0.3545151793
412	0.3545141149
413	0.354509888
414	0.3544976533
415	0.3544861616
416	0.3544787517
417	0.3544735982
418	0.3544626248
419	0.3544603062
420	0.3544525804
421	0.3544507902
422	0.354448461
423	0.3544364339
424	0.3544303373
425	0.3544281262
426	0.3544252811
427	0.3544189873
428	0.3544151545
429	0.3544146325
430	0.3544083674
431	0.3544033255
432	0.3543988
433	0.3543879818
434	0.3543828793
435	0.354380465
436	0.3543795366
437	0.3543768521
438	0.3543653099
439	0.3543277667
440	0.3543249712
441	0.3543235478
442	0.3543218234
443	0.3543180539
444	0.3543143449
445	0.3543033801
446	0.3542990639
447	0.3542990818
448	0.354294695
449	0.3542906127
450	0.3542846735
451	0.3542813455
452	0.354280361
453	0.3542701848
454	0.3542653835
455	0.3542559454
456	0.3542521432
457	0.3542419868
458	0.3542290703
459	0.3542193069
460	0.3542172945
461	0.3542029011
462	0.3542006018
463	0.3541990102
464	0.3541970905
465	0.3541961847
466	0.3541856297
467	0.3541826121
468	0.3541762737
469	0.3541703632
470	0.3541692828
471	0.3541673004
472	0.3541524869
473	0.3541515716
474	0.3541448387
475	0.3541423818
476	0.3541412028
477	0.3541368243
478	0.3541300612
479	0.3541277404
480	0.3541178704
481	0.3541174853
482	0.354107217
483	0.3540944182
484	0.3540905574
485	0.3540851463
486	0.3540763017
487	0.354075651
488	0.3540749723
489	0.3540737518
490	0.3540708564
491	0.3540674315
492	0.3540633461
493	0.3540622961
494	0.354059688
495	0.3540589795
496	0.3540516492
497	0.3540476954
498	0.3540426274
499	0.3540394293
500	0.3540379458
501	0.3540370954
502	0.3540321683
503	0.3540242745
504	0.3540228461
505	0.3540196858
506	0.3540116211
507	0.354009194
508	0.3540056463
509	0.3539929201
510	0.3539924334
511	0.3539895806
512	0.3539877765
513	0.353986923
514	0.3539819392
515	0.3539700917
516	0.3539697733
517	0.3539673136
518	0.3539461614
519	0.3539460673
520	0.353944812
521	0.3539437013
522	0.353939158
523	0.3539381502
524	0.3539247023
525	0.353921963
526	0.3539152828
527	0.3539146673
528	0.3539052961
529	0.3538980236
530	0.3538969657
531	0.353897462
532	0.3538963443
533	0.3538934287
534	0.3538924545
535	0.353889626
536	0.3538876254
537	0.3538838377
538	0.3538518184
539	0.3538450209
540	0.3538341918
541	0.3538296593
542	0.3538219282
543	0.3538038852
544	0.35380175
545	0.3537967494
546	0.3537933232
547	0.353787872
548	0.3537864452
549	0.3537790442
550	0.3537714708
551	0.3537709862
552	0.353769341
553	0.3537688434
554	0.3537645558
555	0.3537637188
556	0.3537589427
557	0.3537569957
558	0.3537567925
559	0.3537511497
560	0.3537487159
561	0.3537451051
562	0.3537437773
563	0.3537430724
564	0.353741181
565	0.3537397104
566	0.3537379304
567	0.3537326314
568	0.3537260405
569	0.3537255294
570	0.3537221169
571	0.3537203154
572	0.3537183973
573	0.3537169875
574	0.3537165651
575	0.3537145128
576	0.3537077159
577	0.3537052486
578	0.3537064418
579	0.3537019236
580	0.3536942171
581	0.353688666
582	0.3536860953
583	0.3536851397
584	0.3536851343
585	0.3536845022
586	0.3536810854
587	0.353680987
588	0.3536800123
589	0.3536804047
590	0.3536806762
591	0.3536789646
592	0.3536778677
593	0.3536335983
594	0.3536331786
595	0.3536265989
596	0.3536209755
597	0.3536040981
598	0.3536036779
599	0.3535945595
600	0.3535713006
601	0.3535670508
602	0.353566938
603	0.3535661286
604	0.353564268
605	0.3535585019
606	0.3535580587
607	0.3535580534
608	0.3535580327
609	0.3535565705
610	0.3535515342
611	0.353547778
612	0.353533443
613	0.3535337732
614	0.3535274216
615	0.3534940297
616	0.3534925948
617	0.3534910251
618	0.3534910284
619	0.3534911822
620	0.3534908801
621	0.3534851526
622	0.3534835348
623	0.3534817374
624	0.3534803705
625	0.3534789606
626	0.3534789606
627	0.3534764029
628	0.3534774723
629	0.3534655127
630	0.3534627796
631	0.3534575549
632	0.3534566454
633	0.3534568148
634	0.3534571016
635	0.3534377315
636	0.3534362937
637	0.3534360681
638	0.3534352347
639	0.3534351867
640	0.3534317099
641	0.353428334
642	0.3534125362
643	0.3534125362
644	0.3534100366
645	0.3534116087
646	0.3534089636
647	0.3534078058
648	0.3534033322
649	0.3533904863
650	0.3533899113
651	0.3533852606
652	0.3533797475
653	0.3533796953
654	0.3533552345
655	0.353356422
656	0.3533558742
657	0.3533539806
658	0.3533522081
659	0.3533520552
660	0.3533446544
661	0.3533380476
662	0.3533380476
663	0.3533362662
664	0.3533262122
665	0.3533257343
666	0.3533263883
667	0.3533241482
668	0.3533233147
669	0.3533173188
670	0.3533165608
671	0.3533169441
672	0.3533055495
673	0.3533034924
674	0.3532980406
675	0.3532881169
676	0.3532882053
677	0.3532883547
678	0.3532881207
679	0.3532836004
680	0.353283307
681	0.3532833458
682	0.3532836477
683	0.353281338
684	0.3532765142
685	0.3532756953
686	0.3532743089
687	0.3532741838
688	0.3532706317
689	0.3532709174
690	0.3532691467
691	0.3532692633
692	0.3532697386
693	0.3532697393
694	0.3532676711
695	0.3532635528
696	0.3532621454
697	0.3532624984
698	0.3532610425
699	0.3532616132
700	0.3532615296
701	0.3532617912
702	0.3532567279
703	0.3532548958
704	0.3532534604
705	0.3532461263
706	0.3532415652
707	0.3532423091
708	0.3532393093
709	0.3532389387
710	0.3532335344
711	0.3532335129
712	0.3532335408
713	0.353233648
714	0.353233555
715	0.3532325661
716	0.3532316939
717	0.3532175301
718	0.3532175309
719	0.3532175299
720	0.3532139564
721	0.3532139772
722	0.353213886
723	0.3532142816
724	0.35321393
725	0.3532139143
726	0.3532130178
727	0.3532133257
728	0.3532133726
729	0.3532094912
730	0.3532095058
731	0.3532090645
732	0.3532075462
733	0.3532075459
734	0.3532075443
735	0.3532073759
736	0.3532073268
737	0.3532073447
738	0.3532073924
739	0.3532074215
740	0.3532074498
741	0.3532047178
742	0.3532031998
743	0.3531994394
744	0.3531904061
745	0.3531911654
746	0.3531905485
747	0.3531908541
748	0.3531907108
749	0.3531908194
750	0.3531849838
751	0.3531849765
752	0.3531836708
753	0.3531825741
754	0.3531825694
755	0.3531786486
756	0.3531704217
757	0.3531698601
758	0.353168241
759	0.3531682026
760	0.3531661019
761	0.3531654504
762	0.3531602566
763	0.3531592922
764	0.3531588822
765	0.3531588734
766	0.3531579607
767	0.3531579668
768	0.3531583147
769	0.3531574937
770	0.3531559903
771	0.353153816
772	0.3531536209
773	0.3531490566
774	0.3531491123
775	0.3531462331
776	0.3531464995
777	0.3531453778
778	0.3531454073
779	0.3531368774
780	0.3531364043
781	0.3531307918
782	0.3531286802
783	0.3531280652
784	0.3531278257
785	0.3531281827
786	0.3531279597
787	0.3531272631
788	0.3531272631
789	0.3531276077
790	0.3531270216
791	0.3531260583
792	0.3531257956
793	0.3531257977
794	0.3531258164
795	0.3531258177
796	0.3531230245
797	0.3531224667
798	0.3531224533
799	0.3531226024
800	0.3531223999
801	0.3531227546
802	0.3531231395
803	0.3531217496
804	0.3531184504
805	0.3531163636
806	0.3530868744
807	0.3530868737
808	0.3530731587
809	0.3530695762
810	0.3530680941
811	0.3530667575
812	0.3530667419
813	0.3530663981
814	0.3530670303
815	0.3530665201
816	0.3530649035
817	0.3530643499
818	0.3530655159
819	0.3530649229
820	0.3530603822
821	0.3530496982
822	0.3530499686
823	0.3530499138
824	0.3530501008
825	0.3530487448
826	0.3530451983
827	0.353045117
828	0.3530421637
829	0.3530393512
830	0.3530356224
831	0.3530323719
832	0.3530334013
833	0.3530330111
834	0.3530332595
835	0.3530328093
836	0.3530332432
837	0.3530332484
838	0.353032082
839	0.3530321842
840	0.3530331608
841	0.35303247
842	0.3530327807
843	0.3530327943
844	0.3530308769
845	0.3530313233
846	0.3530303905
847	0.3530291385
848	0.3530291368
849	0.3530291498
850	0.3530291571
851	0.3530291786
852	0.3530299013
853	0.353029142
854	0.3530291517
855	0.3530290876
856	0.3530287699
857	0.3530282253
858	0.3530244114
859	0.3530232186
860	0.3530232111
861	0.3530232121
862	0.3530027757
863	0.3530026104
864	0.3530028025
865	0.3530016469
866	0.3530009037
867	0.3529989568
868	0.3529905649
869	0.3529905649
870	0.3529905675
871	0.3529905691
872	0.352990589
873	0.3529736335
874	0.3529624128
875	0.352957407
876	0.3529577971
877	0.3529572949
878	0.3529573187
879	0.3529524807
880	0.3529491994
881	0.3529476731
882	0.3529476731
883	0.3529477029
884	0.3529479053
885	0.3529327107
886	0.3529316078
887	0.3529298456
888	0.3529281749
889	0.3529264945
890	0.3529264474
891	0.3529252378
892	0.3529200288
893	0.3529188881
894	0.3529148794
895	0.3529138498
896	0.3529121456
897	0.3529121279
898	0.3529121891
899	0.3529121073
900	0.352912065
901	0.3529113136
902	0.3529042981
903	0.3529039884
904	0.3529025431
905	0.352900117
906	0.352899708
907	0.3528969172
908	0.3528934057
909	0.3528935635
910	0.3528814681
911	0.3528812154
912	0.3528811755
913	0.352881475
914	0.3528785761
915	0.3528781449
916	0.3528789181
917	0.3528784872
918	0.3528689643
919	0.352868694
920	0.3528691657
921	0.3528606969
922	0.3528603575
923	0.3528544499
924	0.3528536604
925	0.3528492617
926	0.3528492113
927	0.3528469775
928	0.3528465174
929	0.3528462441
930	0.3528293884
931	0.3528176375
932	0.3528162526
933	0.3528151592
934	0.3528145371
935	0.3528099348
936	0.3528078381
937	0.3528082154
938	0.3528051866
939	0.3528051866
940	0.3528051866
941	0.3528043776
942	0.3528027728
943	0.3527967933
944	0.3527967951
945	0.3527974133
946	0.3527974301
947	0.3527975788
948	0.3527972612
949	0.3527959196
950	0.3527914749
951	0.3527896315
952	0.3527896205
953	0.3527893997
954	0.3527852868
955	0.3527851809
956	0.3527846408
957	0.3527845741
958	0.3527840916
959	0.3527837847
960	0.3527831621
961	0.352783053
962	0.3527815046
963	0.3527776984
964	0.3527777956
965	0.3527740948
966	0.3527716328
967	0.3527614029
968	0.3527559027
969	0.3527511186
970	0.3527514672
971	0.3527514792
972	0.3527494168
973	0.3527483403
974	0.3527486399
975	0.3527451406
976	0.352745205
977	0.3527411605
978	0.3527400816
979	0.3527409544
980	0.352739805
981	0.3527382247
982	0.3527310943
983	0.3527317236
984	0.35272987
985	0.3527068505
986	0.3527066146
987	0.3527037786
988	0.3526969126
989	0.3526932426
990	0.3526920521
991	0.3526920804
992	0.3526800739
993	0.3526768824
994	0.3526760955
995	0.3526762043
996	0.3526759091
997	0.3526763538
998	0.3526755427
999	0.3526743483
